Data,Objeto,Lidos DW,Enviados SFDC,Sucesso,Rejeitados
2022-07-11 08:15:00,PLANO_CONVENIO, 1908, 3, 3, 0
2022-07-11 08:15:00,UNIDADE, 44, 0, 0, 0
2022-07-10 08:29:00,CONSULTA, 90370, 6040, 4969, 1071
2022-07-10 08:29:00,CONVENIO, 600, 0, 0, 0
2022-07-10 08:29:00,CORPO_CLINICO, 984, 12, 12, 0
2022-07-10 08:29:00,MEDICO_REFERENCIADOR, 10815, 81, 81, 0
2022-07-10 08:29:00,PACIENTE, 42820, 13, 13, 0
2022-07-10 08:29:00,PLANO_CONVENIO, 1937, 3, 3, 0
2022-07-10 08:29:00,UNIDADE, 44, 0, 0, 0
2022-07-08 08:05:00,CONSULTA, 95743, 9663, 8599, 1064
2022-07-08 08:05:00,CONVENIO, 610, 5, 5, 0
2022-07-08 08:05:00,CORPO_CLINICO, 988, 21, 21, 0
2022-07-08 08:05:00,MEDICO_REFERENCIADOR, 11032, 117, 117, 0
2022-07-08 08:05:00,PACIENTE, 44171, 1939, 1938, 1
2022-07-08 08:05:00,PLANO_CONVENIO, 1995, 18, 17, 1
2022-07-08 08:05:00,UNIDADE, 44, 2, 2, 0
2022-07-07 08:03:00,CONSULTA, 93669, 10468, 9414, 1054
2022-07-07 08:03:00,CONVENIO, 566, 10, 10, 0
2022-07-07 08:03:00,CORPO_CLINICO, 957, 30, 30, 0
2022-07-07 08:03:00,MEDICO_REFERENCIADOR, 10717, 126, 126, 0
2022-07-07 08:03:00,PACIENTE, 42933, 1184, 1183, 1
2022-07-07 08:03:00,PLANO_CONVENIO, 1790, 6, 6, 0
2022-07-07 08:03:00,UNIDADE, 41, 2, 2, 0
2022-07-06 08:03:00,CONSULTA, 86480, 12022, 11048, 974
2022-07-06 08:03:00,CONVENIO, 513, 3, 3, 0
2022-07-06 08:03:00,CORPO_CLINICO, 916, 25, 25, 0
2022-07-06 08:03:00,MEDICO_REFERENCIADOR, 10250, 90, 90, 0
2022-07-06 08:03:00,PACIENTE, 40875, 1516, 1515, 1
2022-07-06 08:03:00,PLANO_CONVENIO, 1705, 16, 16, 0
2022-07-06 08:03:00,UNIDADE, 38, 0, 0, 0
2022-07-05 07:58:00,CONSULTA, 78475, 1198, 376, 822
2022-07-05 07:58:00,CONVENIO, 506, 0, 0, 0
2022-07-05 07:58:00,CORPO_CLINICO, 896, 2, 2, 0
2022-07-05 07:58:00,MEDICO_REFERENCIADOR, 9773, 0, 0, 0
2022-07-05 07:58:00,PACIENTE, 38403, 11, 10, 1
2022-07-05 07:58:00,PLANO_CONVENIO, 1646, 2, 2, 0
2022-07-05 07:58:00,UNIDADE, 38, 0, 0, 0
2022-07-04 08:07:00,CONSULTA, 81455, 1866, 1016, 850
2022-07-04 08:07:00,CONVENIO, 509, 0, 0, 0
2022-07-04 08:07:00,CORPO_CLINICO, 903, 4, 4, 0
2022-07-04 08:07:00,MEDICO_REFERENCIADOR, 9940, 17, 17, 0
2022-07-04 08:07:00,PACIENTE, 39240, 16, 15, 1
2022-07-04 08:07:00,PLANO_CONVENIO, 1666, 2, 2, 0
2022-07-04 08:07:00,UNIDADE, 38, 0, 0, 0
2022-07-03 08:15:00,CONSULTA, 84648, 27686, 26805, 881
2022-07-03 08:15:00,CONVENIO, 512, 0, 0, 0
2022-07-03 08:15:00,CORPO_CLINICO, 910, 12, 12, 0
2022-07-03 08:15:00,MEDICO_REFERENCIADOR, 10157, 33, 33, 0
2022-07-03 08:15:00,PACIENTE, 40294, 561, 560, 1
2022-07-03 08:15:00,PLANO_CONVENIO, 1683, 2, 2, 0
2022-07-03 08:15:00,UNIDADE, 38, 0, 0, 0
2022-07-02 01:29:00,CONSULTA, 5382200, 472617, 452854, 19763
2022-07-02 01:29:00,CONVENIO, 1701, 1, 1, 0
2022-07-02 01:29:00,CORPO_CLINICO, 1871, 183, 183, 0
2022-07-02 01:29:00,MEDICO_REFERENCIADOR, 43663, 38, 38, 0
2022-07-02 01:29:00,PACIENTE, 496934, 346, 344, 2
2022-07-02 01:29:00,PLANO_CONVENIO, 9327, 22, 18, 4
2022-07-02 01:29:00,UNIDADE, 123, 12, 4, 8
2022-07-01 08:00:00,CONSULTA, 90758, 30515, 29605, 910
2022-07-01 08:00:00,CONVENIO, 554, 0, 0, 0
2022-07-01 08:00:00,CORPO_CLINICO, 947, 13, 13, 0
2022-07-01 08:00:00,MEDICO_REFERENCIADOR, 7314, 64, 64, 0
2022-07-01 08:00:00,PACIENTE, 41975, 765, 764, 1
2022-07-01 08:00:00,PLANO_CONVENIO, 1781, 6, 6, 0
2022-07-01 08:00:00,UNIDADE, 44, 0, 0, 0
