Data,Objeto,Lidos DW,Enviados SFDC,Sucesso,Rejeitados
2022-10-19 08:08:00,UNIDADE, 38, 0, 0, 0
2022-10-18 08:18:00,CONSULTA, 88309, 15996, 14511, 1485
2022-10-18 08:18:00,CONVENIO, 533, 2, 2, 0
2022-10-18 08:18:00,CORPO_CLINICO, 950, 16, 16, 0
2022-10-18 08:18:00,MEDICO_REFERENCIADOR, 10850, 29, 29, 0
2022-10-18 08:18:00,PACIENTE, 41951, 908, 908, 0
2022-10-18 08:18:00,PLANO_CONVENIO, 1747, 11, 11, 0
2022-10-18 08:18:00,UNIDADE, 38, 0, 0, 0
2022-10-17 08:14:00,CONSULTA, 87888, 11088, 9610, 1478
2022-10-17 08:14:00,CONVENIO, 529, 0, 0, 0
2022-10-17 08:14:00,CORPO_CLINICO, 953, 3, 3, 0
2022-10-17 08:14:00,MEDICO_REFERENCIADOR, 10795, 2, 2, 0
2022-10-17 08:14:00,PACIENTE, 41709, 14, 14, 0
2022-10-17 08:14:00,PLANO_CONVENIO, 1736, 5, 5, 0
2022-10-17 08:14:00,UNIDADE, 38, 0, 0, 0
2022-10-16 08:06:00,CONSULTA, 91633, 2269, 724, 1545
2022-10-16 08:06:00,CONVENIO, 533, 0, 0, 0
2022-10-16 08:06:00,CORPO_CLINICO, 964, 3, 3, 0
2022-10-16 08:06:00,MEDICO_REFERENCIADOR, 11045, 10, 10, 0
2022-10-16 08:06:00,PACIENTE, 42923, 13, 13, 0
2022-10-16 08:06:00,PLANO_CONVENIO, 1769, 5, 5, 0
2022-10-16 08:06:00,UNIDADE, 38, 0, 0, 0
2022-10-15 08:22:00,CONSULTA, 96166, 7767, 6107, 1660
2022-10-15 08:22:00,CONVENIO, 537, 0, 0, 0
2022-10-15 08:22:00,CORPO_CLINICO, 975, 14, 14, 0
2022-10-15 08:22:00,MEDICO_REFERENCIADOR, 11293, 63, 63, 0
2022-10-15 08:22:00,PACIENTE, 44275, 592, 592, 0
2022-10-15 08:22:00,PLANO_CONVENIO, 1790, 7, 7, 0
2022-10-15 08:22:00,UNIDADE, 38, 0, 0, 0
2022-10-14 08:06:00,CONSULTA, 97472, 16708, 15121, 1587
2022-10-14 08:06:00,CONVENIO, 541, 0, 0, 0
2022-10-14 08:06:00,CORPO_CLINICO, 983, 9, 9, 0
2022-10-14 08:06:00,MEDICO_REFERENCIADOR, 11409, 50, 50, 0
2022-10-14 08:06:00,PACIENTE, 44747, 804, 804, 0
2022-10-14 08:06:00,PLANO_CONVENIO, 1798, 8, 8, 0
2022-10-14 08:06:00,UNIDADE, 38, 0, 0, 0
2022-10-13 08:04:00,CONSULTA, 97236, 3268, 1671, 1597
2022-10-13 08:04:00,CONVENIO, 536, 0, 0, 0
2022-10-13 08:04:00,CORPO_CLINICO, 987, 4, 4, 0
2022-10-13 08:04:00,MEDICO_REFERENCIADOR, 11393, 26, 26, 0
2022-10-13 08:04:00,PACIENTE, 44878, 28, 28, 0
2022-10-13 08:04:00,PLANO_CONVENIO, 1794, 5, 5, 0
2022-10-13 08:04:00,UNIDADE, 38, 0, 0, 0
2022-10-12 08:22:00,CONSULTA, 96364, 16765, 15209, 1556
2022-10-12 08:22:00,CONVENIO, 536, 1, 1, 0
2022-10-12 08:22:00,CORPO_CLINICO, 985, 12, 12, 0
2022-10-12 08:22:00,MEDICO_REFERENCIADOR, 11377, 59, 59, 0
2022-10-12 08:22:00,PACIENTE, 44821, 966, 966, 0
2022-10-12 08:22:00,PLANO_CONVENIO, 1793, 10, 10, 0
2022-10-12 08:22:00,UNIDADE, 38, 0, 0, 0
2022-10-11 08:34:00,CONSULTA, 92530, 7376, 5870, 1506
2022-10-11 08:34:00,CONVENIO, 534, 0, 0, 0
2022-10-11 08:34:00,CORPO_CLINICO, 982, 13, 13, 0
2022-10-11 08:34:00,MEDICO_REFERENCIADOR, 11153, 28, 28, 0
2022-10-11 08:34:00,PACIENTE, 43678, 945, 945, 0
2022-10-11 08:34:00,PLANO_CONVENIO, 1777, 8, 8, 0
2022-10-11 08:34:00,UNIDADE, 38, 0, 0, 0
2022-10-10 08:39:00,CONSULTA, 91672, 11406, 9914, 1492
2022-10-10 08:39:00,CONVENIO, 530, 0, 0, 0
2022-10-10 08:39:00,CORPO_CLINICO, 989, 5, 5, 0
2022-10-10 08:39:00,MEDICO_REFERENCIADOR, 11082, 0, 0, 0
2022-10-10 08:39:00,PACIENTE, 43355, 26, 26, 0
2022-10-10 08:39:00,PLANO_CONVENIO, 1764, 5, 5, 0
2022-10-10 08:39:00,UNIDADE, 38, 0, 0, 0
2022-10-09 07:59:00,CONSULTA, 90175, 11374, 9806, 1568
2022-10-09 07:59:00,CONVENIO, 504, 0, 0, 0
2022-10-09 07:59:00,CORPO_CLINICO, 981, 7, 7, 0
2022-10-09 07:59:00,MEDICO_REFERENCIADOR, 10564, 15, 15, 0
2022-10-09 07:59:00,PACIENTE, 42515, 17, 17, 0
2022-10-09 07:59:00,PLANO_CONVENIO, 1758, 5, 5, 0
2022-10-09 07:59:00,UNIDADE, 38, 0, 0, 0
2022-10-08 08:04:00,CONSULTA, 95550, 6759, 5177, 1582
2022-10-08 08:04:00,CONVENIO, 533, 0, 0, 0
2022-10-08 08:04:00,CORPO_CLINICO, 993, 14, 14, 0
2022-10-08 08:04:00,MEDICO_REFERENCIADOR, 11252, 51, 51, 0
2022-10-08 08:04:00,PACIENTE, 44287, 690, 690, 0
2022-10-08 08:04:00,PLANO_CONVENIO, 1789, 9, 9, 0
2022-10-08 08:04:00,UNIDADE, 38, 0, 0, 0
2022-10-07 08:13:00,CONSULTA, 97095, 7894, 6310, 1584
2022-10-07 08:13:00,CONVENIO, 532, 0, 0, 0
2022-10-07 08:13:00,CORPO_CLINICO, 1000, 21, 21, 0
2022-10-07 08:13:00,MEDICO_REFERENCIADOR, 11299, 60, 60, 0
2022-10-07 08:13:00,PACIENTE, 44626, 886, 886, 0
2022-10-07 08:13:00,PLANO_CONVENIO, 1792, 8, 8, 0
2022-10-07 08:13:00,UNIDADE, 38, 0, 0, 0
2022-10-06 08:31:00,CONSULTA, 97281, 10750, 9115, 1635
2022-10-06 08:31:00,CONVENIO, 534, 1, 1, 0
2022-10-06 08:31:00,CORPO_CLINICO, 997, 32, 32, 0
2022-10-06 08:31:00,MEDICO_REFERENCIADOR, 11297, 69, 69, 0
2022-10-06 08:31:00,PACIENTE, 44772, 1064, 1064, 0
2022-10-06 08:31:00,PLANO_CONVENIO, 1797, 13, 13, 0
2022-10-06 08:31:00,UNIDADE, 38, 0, 0, 0
2022-10-05 08:14:00,CONSULTA, 92695, 9140, 7613, 1527
2022-10-05 08:14:00,CONVENIO, 519, 0, 0, 0
2022-10-05 08:14:00,CORPO_CLINICO, 977, 19, 19, 0
2022-10-05 08:14:00,MEDICO_REFERENCIADOR, 11026, 70, 70, 0
2022-10-05 08:14:00,PACIENTE, 43341, 1150, 1150, 0
2022-10-05 08:14:00,PLANO_CONVENIO, 1757, 7, 7, 0
2022-10-05 08:14:00,UNIDADE, 36, 0, 0, 0
2022-10-04 08:11:00,CONSULTA, 88465, 7703, 6222, 1481
2022-10-04 08:11:00,CONVENIO, 517, 0, 0, 0
2022-10-04 08:11:00,CORPO_CLINICO, 960, 14, 14, 0
2022-10-04 08:11:00,MEDICO_REFERENCIADOR, 10760, 34, 34, 0
2022-10-04 08:11:00,PACIENTE, 42000, 857, 857, 0
2022-10-04 08:11:00,PLANO_CONVENIO, 1743, 7, 7, 0
2022-10-04 08:11:00,UNIDADE, 36, 0, 0, 0
2022-10-03 08:30:00,CONSULTA, 87927, 2744, 1286, 1458
2022-10-03 08:30:00,CONVENIO, 514, 0, 0, 0
2022-10-03 08:30:00,CORPO_CLINICO, 969, 6, 6, 0
2022-10-03 08:30:00,MEDICO_REFERENCIADOR, 10712, 0, 0, 0
2022-10-03 08:30:00,PACIENTE, 41828, 18, 18, 0
2022-10-03 08:30:00,PLANO_CONVENIO, 1729, 5, 5, 0
2022-10-03 08:30:00,UNIDADE, 36, 0, 0, 0
2022-10-02 07:59:00,CONSULTA, 91484, 3321, 1799, 1522
2022-10-02 07:59:00,CONVENIO, 514, 0, 0, 0
2022-10-02 07:59:00,CORPO_CLINICO, 978, 153, 153, 0
2022-10-02 07:59:00,MEDICO_REFERENCIADOR, 10932, 2, 2, 0
2022-10-02 07:59:00,PACIENTE, 42918, 14, 14, 0
2022-10-02 07:59:00,PLANO_CONVENIO, 1743, 5, 5, 0
2022-10-02 07:59:00,UNIDADE, 36, 0, 0, 0
2022-10-01 08:09:00,CONSULTA, 95586, 17139, 15496, 1643
2022-10-01 08:09:00,CONVENIO, 517, 0, 0, 0
2022-10-01 08:09:00,CORPO_CLINICO, 988, 19, 19, 0
2022-10-01 08:09:00,MEDICO_REFERENCIADOR, 11116, 89, 89, 0
2022-10-01 08:09:00,PACIENTE, 44023, 757, 757, 0
2022-10-01 08:09:00,PLANO_CONVENIO, 1767, 11, 11, 0
2022-10-01 08:09:00,UNIDADE, 36, 0, 0, 0
